InputID,Traveller_ID,Traveller_Country,Photography,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
52958,9235,Australia,"No photography","Zoological Gardens",2017,1,January,4,Positive
52960,9236,Seychelles,"No photography","Zoological Gardens",2016,12,December,3,Positive
52961,9237,China,"No photography","Zoological Gardens",2016,10,October,3,Positive
52963,9238,"United Kingdom","No photography","Zoological Gardens",2016,10,October,1,Negative
52964,9239,"United Kingdom","No photography","Zoological Gardens",2016,6,June,1,Negative
52965,9240,Australia,"No photography","Zoological Gardens",2016,10,October,3,Positive
52966,9241,Canada,"No photography","Zoological Gardens",2016,9,September,1,Negative
52967,9242,Qatar,"No photography","Zoological Gardens",2016,9,September,2,Positive
52968,9243,India,"No photography","Zoological Gardens",2016,6,June,3,Positive
52971,9244,Canada,"No photography","Zoological Gardens",2016,6,June,3,Positive
52972,9245,Australia,"No photography","Zoological Gardens",2016,6,June,2,Positive
52973,9246,Serbia,"No photography","Zoological Gardens",2015,12,December,5,Positive
52974,9247,Maldives,"No photography","Zoological Gardens",2016,5,May,3,Positive
52975,9248,"United Kingdom","No photography","Zoological Gardens",2015,9,September,1,Positive
52976,9249,Guatemala,"No photography","Zoological Gardens",2015,10,October,5,Positive
52978,9250,Maldives,"No photography","Zoological Gardens",2016,4,April,5,Positive
52979,9251,"United Kingdom","No photography","Zoological Gardens",2016,5,May,1,Positive
52980,9252,Sudan,"No photography","Zoological Gardens",2016,2,February,3,Negative
52982,9253,"United States","No photography","Zoological Gardens",2016,1,January,1,Negative
52983,9254,Australia,"No photography","Zoological Gardens",2015,9,September,1,Negative
52985,9255,"United Kingdom","No photography","Zoological Gardens",2016,2,February,4,Positive
52986,9256,Qatar,"No photography","Zoological Gardens",2015,12,December,4,Positive
52987,9257,Germany,"No photography","Zoological Gardens",2015,6,June,4,Positive
52988,9258,Denmark,"No photography","Zoological Gardens",2016,2,February,2,Negative
52989,9259,Canada,"No photography","Zoological Gardens",2016,1,January,5,Positive
52990,9260,"Burkina Faso","No photography","Zoological Gardens",2016,1,January,1,Negative
52991,9261,India,"No photography","Zoological Gardens",2016,1,January,3,Positive
52993,9262,"United Arab Emirates","No photography","Zoological Gardens",2015,12,December,5,Positive
52996,9264,Cameroon,"No photography","Zoological Gardens",2015,8,August,1,Negative
53000,9265,India,"No photography","Zoological Gardens",2015,7,July,4,Positive
53001,9266,"United Arab Emirates","No photography","Zoological Gardens",2015,5,May,1,Negative
53002,9267,Qatar,"No photography","Zoological Gardens",2015,7,July,1,Negative
53003,9268,India,"No photography","Zoological Gardens",2015,7,July,4,Positive
53004,9269,Australia,"No photography","Zoological Gardens",2015,7,July,1,Negative
53005,9270,India,"No photography","Zoological Gardens",2015,1,January,3,Positive
53006,9271,Australia,"No photography","Zoological Gardens",2015,1,January,5,Positive
53007,9272,"United States","No photography","Zoological Gardens",2014,7,July,4,Neutral
53008,9273,"United States","No photography","Zoological Gardens",2014,12,December,1,Negative
53009,9274,India,"No photography","Zoological Gardens",2015,5,May,2,Negative
53010,9275,Netherlands,"No photography","Zoological Gardens",2015,3,March,1,Positive
53011,9276,Pakistan,"No photography","Zoological Gardens",2014,6,June,5,Positive
53012,9277,India,"No photography","Zoological Gardens",2015,4,April,4,Positive
53015,9279,"United Kingdom","No photography","Zoological Gardens",2014,10,October,1,Positive
53069,9279,"United Kingdom","No photography","Zoological Gardens",2013,9,September,1,Positive
53016,9280,Netherlands,"No photography","Zoological Gardens",2014,7,July,2,Positive
54181,9281,"United Arab Emirates","No photography","Religious Sites",2020,9,September,5,Positive
53020,9281,"United Arab Emirates","No photography","Zoological Gardens",2019,8,August,5,Positive
53022,9282,Germany,"No photography","Zoological Gardens",2019,1,January,1,Negative
53023,9283,"United Arab Emirates","No photography","Zoological Gardens",2018,9,September,3,Positive
53025,9284,"United Kingdom","No photography","Zoological Gardens",2018,9,September,5,Positive
53026,9285,"United Arab Emirates","No photography","Zoological Gardens",2018,9,September,1,Positive
53028,9286,Germany,"No photography","Zoological Gardens",2016,8,August,2,Positive
53029,9287,Singapore,"No photography","Zoological Gardens",2016,9,September,4,Positive
53030,9288,"United Kingdom","No photography","Zoological Gardens",2016,8,August,4,Positive
53031,9289,Thailand,"No photography","Zoological Gardens",2015,9,September,4,Positive
53032,9290,"United Kingdom","No photography","Zoological Gardens",2016,8,August,5,Positive
53034,9292,"United Arab Emirates","No photography","Zoological Gardens",2015,12,December,4,Positive
53035,9293,Ireland,"No photography","Zoological Gardens",2016,8,August,2,Negative
53036,9294,"United Kingdom","No photography","Zoological Gardens",2016,7,July,2,Negative
53038,9295,Australia,"No photography","Zoological Gardens",2014,8,August,3,Positive
53039,9296,Australia,"No photography","Zoological Gardens",2014,5,May,2,Positive
53041,9297,"United States","No photography","Zoological Gardens",2013,8,August,3,Positive
53044,9298,India,"No photography","Zoological Gardens",2014,7,July,4,Positive
53045,9299,Australia,"No photography","Zoological Gardens",2014,7,July,4,Positive
53046,9300,"United Kingdom","No photography","Zoological Gardens",2014,6,June,1,Positive
53048,9301,Maldives,"No photography","Zoological Gardens",2014,3,March,4,Neutral
53049,9302,"United Kingdom","No photography","Zoological Gardens",2014,3,March,1,Negative
53051,9304,Bahrain,"No photography","Zoological Gardens",2014,2,February,5,Positive
53052,9305,"United Kingdom","No photography","Zoological Gardens",2015,10,October,1,Positive
53053,9306,India,"No photography","Zoological Gardens",2016,3,March,4,Positive
53054,9307,India,"No photography","Zoological Gardens",2016,4,April,4,Positive
53055,9308,India,"No photography","Zoological Gardens",2016,4,April,4,Positive
53056,9309,France,"No photography","Zoological Gardens",2016,4,April,5,Positive
53057,9310,India,"No photography","Zoological Gardens",2015,5,May,5,Positive
53058,9311,India,"No photography","Zoological Gardens",2016,3,March,4,Positive
53059,9312,Malaysia,"No photography","Zoological Gardens",2016,3,March,5,Positive
53060,9313,Iran,"No photography","Zoological Gardens",2016,3,March,1,Negative
53061,9314,"United Kingdom","No photography","Zoological Gardens",2016,2,February,5,Neutral
53062,9315,Italy,"No photography","Zoological Gardens",2016,2,February,5,Positive
53063,9316,"United States","No photography","Zoological Gardens",2015,1,January,2,Negative
53065,9317,Malaysia,"No photography","Zoological Gardens",2014,12,December,3,Positive
53066,9318,"New Zealand","No photography","Zoological Gardens",2014,10,October,4,Positive
53067,9319,"United Kingdom","No photography","Zoological Gardens",2014,7,July,1,Positive
53068,9320,"United States","No photography","Zoological Gardens",2014,8,August,4,Positive
53070,9321,"United States","No photography","Zoological Gardens",2014,2,February,4,Positive
53071,9322,Denmark,"No photography","Zoological Gardens",2014,1,January,2,Positive
53072,9323,"United States","No photography","Zoological Gardens",2014,2,February,2,Negative
53073,9324,India,"No photography","Zoological Gardens",2014,1,January,4,Positive
53075,9325,Russia,"No photography","Zoological Gardens",2014,1,January,3,Neutral
53076,9326,"Sri Lanka","No photography","Zoological Gardens",2012,12,December,4,Positive
53077,9327,"United Arab Emirates","No photography","Zoological Gardens",2013,9,September,4,Positive
53078,9328,Australia,"No photography","Zoological Gardens",2013,8,August,4,Positive
53079,9329,Bulgaria,"No photography","Zoological Gardens",2013,7,July,2,Negative
53080,9330,Pakistan,"No photography","Zoological Gardens",2013,8,August,4,Positive
53082,9331,"United Kingdom","No photography","Zoological Gardens",2013,1,January,3,Positive
53083,9332,Canada,"No photography","Zoological Gardens",2012,4,April,4,Positive
53085,9334,"United Kingdom","No photography","Zoological Gardens",2012,11,November,4,Positive
53086,9335,"United States","No photography","Zoological Gardens",2012,12,December,3,Positive
53087,9336,"Saudi Arabia","No photography","Zoological Gardens",2012,11,November,3,Positive
53088,9337,India,"No photography","Zoological Gardens",2012,10,October,4,Negative
53089,9338,Pakistan,"No photography","Zoological Gardens",2012,11,November,4,Positive
53090,9339,"United Kingdom","No photography","Zoological Gardens",2012,10,October,1,Negative
53091,9340,"United States","No photography","Zoological Gardens",2012,3,March,1,Positive
53092,9341,Sweden,"No photography","Zoological Gardens",2012,1,January,2,Positive
53093,9342,"United Kingdom","No photography","Zoological Gardens",2012,9,September,5,Positive
53094,9343,Australia,"No photography","Zoological Gardens",2012,5,May,1,Negative
53095,9344,"Sri Lanka","No photography","Zoological Gardens",2012,9,September,5,Positive
53096,9345,India,"No photography","Zoological Gardens",2013,6,June,5,Positive
53097,9346,India,"No photography","Zoological Gardens",2012,12,December,3,Positive
53098,9347,"United Arab Emirates","No photography","Zoological Gardens",2013,4,April,2,Negative
53100,9348,"United Kingdom","No photography","Zoological Gardens",2013,2,February,5,Positive
53101,9349,India,"No photography","Zoological Gardens",2015,12,December,3,Positive
53102,9350,Malaysia,"No photography","Zoological Gardens",2015,12,December,4,Positive
53103,9351,"United States","No photography","Zoological Gardens",2015,8,August,5,Positive
53104,9352,Canada,"No photography","Zoological Gardens",2015,6,June,3,Negative
53107,9354,Ireland,"No photography","Zoological Gardens",2015,12,December,1,Negative
53108,9355,Finland,"No photography","Zoological Gardens",2015,11,November,1,Positive
53109,9356,"United Kingdom","No photography","Zoological Gardens",2014,12,December,5,Positive
53111,9357,"Saudi Arabia","No photography","Zoological Gardens",2015,9,September,3,Positive
53112,9358,"South Korea","No photography","Zoological Gardens",2014,12,December,4,Positive
53114,9359,"United Kingdom","No photography","Zoological Gardens",2012,3,March,1,Negative
53115,9359,"United Kingdom","No photography","Zoological Gardens",2012,4,April,1,Negative
53116,9360,"United States","No photography","Zoological Gardens",2012,8,August,1,Negative
53117,9361,India,"No photography","Zoological Gardens",2012,7,July,4,Positive
53118,9362,"United Kingdom","No photography","Zoological Gardens",2012,9,September,1,Positive
53119,9363,"United Kingdom","No photography","Zoological Gardens",2011,9,September,1,Neutral
53120,9364,"United Arab Emirates","No photography","Zoological Gardens",2012,7,July,2,Positive
53121,9365,India,"No photography","Zoological Gardens",2012,2,February,2,Positive
53122,9366,Oman,"No photography","Zoological Gardens",2012,1,January,4,Neutral
53123,9367,"Saudi Arabia","No photography","Zoological Gardens",2012,4,April,1,Positive
53124,9368,Russia,"No photography","Zoological Gardens",2012,5,May,3,Positive
53126,9369,"United Kingdom","No photography","Zoological Gardens",2012,3,March,3,Positive
53127,9370,"United Kingdom","No photography","Zoological Gardens",2012,3,March,2,Positive
53128,9371,"United Kingdom","No photography","Zoological Gardens",2012,2,February,3,Negative
53129,9372,Israel,"No photography","Zoological Gardens",2012,1,January,2,Positive
53130,9373,Australia,"No photography","Zoological Gardens",2011,12,December,3,Positive
53131,9374,"Papua New Guinea","No photography","Zoological Gardens",2011,10,October,4,Positive
53132,9375,India,"No photography","Zoological Gardens",2011,12,December,4,Neutral
53133,9376,Australia,"No photography","Zoological Gardens",2011,12,December,4,Positive
53135,9378,"United Arab Emirates","No photography","Zoological Gardens",2011,10,October,3,Positive
53136,9379,"United Kingdom","No photography","Zoological Gardens",2011,11,November,2,Positive
53137,9380,Canada,"No photography","Zoological Gardens",2011,10,October,4,Positive
53138,9381,"United Kingdom","No photography","Zoological Gardens",2011,9,September,2,Negative
53141,9382,India,"No photography","Religious Sites",2016,3,March,5,Negative
53143,9383,Qatar,"No photography","Religious Sites",2016,2,February,4,Positive
53147,9384,India,"No photography","Religious Sites",2015,9,September,4,Positive
53149,9385,"Czech Republic","No photography","Religious Sites",2015,4,April,5,Positive
53154,9386,Hungary,"No photography","Religious Sites",2015,1,January,5,Negative
53157,9387,France,"No photography","Religious Sites",2014,9,September,5,Positive
53160,9388,"United Kingdom","No photography","Religious Sites",2013,10,October,4,Positive
53161,9389,Singapore,"No photography","Religious Sites",2013,8,August,3,Positive
53162,9390,Australia,"No photography","Religious Sites",2013,8,August,5,Positive
53172,9394,"United States","No photography","Religious Sites",2012,10,October,4,Positive
54596,9395,Thailand,"No photography","Religious Sites",2018,8,August,5,Positive
53176,9395,Thailand,"No photography","Religious Sites",2018,7,July,4,Positive
53183,9396,Singapore,"No photography","Religious Sites",2017,12,December,5,Neutral
53191,9397,"United Kingdom","No photography","Religious Sites",2017,2,February,3,Positive
53198,9398,Singapore,"No photography","Religious Sites",2016,9,September,5,Positive
53216,9399,Sweden,"No photography","Religious Sites",2021,12,December,5,Positive
53229,9401,"United Kingdom","No photography","Religious Sites",2017,8,August,5,Negative
53232,9402,Australia,"No photography","Religious Sites",2017,6,June,5,Positive
53233,9403,Netherlands,"No photography","Religious Sites",2017,6,June,5,Positive
53238,9404,"Czech Republic","No photography","Religious Sites",2017,3,March,4,Positive
53240,9405,India,"No photography","Religious Sites",2017,3,March,5,Positive
53241,9406,Cyprus,"No photography","Religious Sites",2017,2,February,4,Neutral
53258,9407,Malaysia,"No photography","Religious Sites",2016,9,September,4,Positive
53260,9408,Australia,"No photography","Religious Sites",2016,8,August,5,Positive
53261,9409,"United Kingdom","No photography","Religious Sites",2016,7,July,4,Positive
53262,9410,"United Arab Emirates","No photography","Religious Sites",2016,7,July,5,Positive
53263,9411,Australia,"No photography","Religious Sites",2016,7,July,5,Positive
53266,9412,Australia,"No photography","Religious Sites",2017,1,January,5,Positive
53267,9413,Australia,"No photography","Religious Sites",2017,2,February,5,Positive
53268,9414,"United States","No photography","Religious Sites",2017,2,February,4,Positive
53270,9415,Netherlands,"No photography","Religious Sites",2017,1,January,4,Positive
53274,9416,Australia,"No photography","Religious Sites",2017,1,January,4,Positive
53277,9417,Germany,"No photography","Religious Sites",2016,8,August,5,Positive
53279,9418,"United States","No photography","Religious Sites",2015,2,February,4,Neutral
53284,9419,India,"No photography","Religious Sites",2014,12,December,3,Positive
53285,9420,Italy,"No photography","Religious Sites",2014,12,December,4,Positive
53782,9420,Italy,"No photography","Religious Sites",2015,1,January,4,Positive
53286,9421,Germany,"No photography","Religious Sites",2014,12,December,3,Positive
53291,9422,India,"No photography","Religious Sites",2014,5,May,3,Positive
53292,9423,Netherlands,"No photography","Religious Sites",2013,12,December,5,Positive
53293,9424,Thailand,"No photography","Religious Sites",2014,3,March,5,Positive
53295,9425,"United Kingdom","No photography","Religious Sites",2015,8,August,5,Positive
53297,9426,India,"No photography","Religious Sites",2015,9,September,3,Positive
53298,9427,"United Kingdom","No photography","Religious Sites",2015,8,August,5,Positive
53300,9428,Austria,"No photography","Religious Sites",2015,8,August,3,Positive
53301,9429,China,"No photography","Religious Sites",2015,7,July,5,Positive
53306,9430,"United States","No photography","Religious Sites",2012,4,April,4,Positive
53311,9431,"United States","No photography","Religious Sites",2011,11,November,3,Positive
53312,9432,Australia,"No photography","Religious Sites",2011,11,November,5,Positive
53313,9433,"United States","No photography","Religious Sites",2011,11,November,5,Positive
53315,9434,Japan,"No photography","Religious Sites",2019,12,December,4,Neutral
53316,9435,Japan,"No photography","Religious Sites",2018,11,November,5,Positive
53318,9436,Singapore,"No photography","Religious Sites",2013,3,March,4,Positive
53320,9437,Australia,"No photography","Religious Sites",2013,2,February,4,Positive
53322,9438,Thailand,"No photography","Religious Sites",2012,12,December,5,Positive
53323,9439,Germany,"No photography","Religious Sites",2012,11,November,4,Positive
53324,9440,Luxembourg,"No photography","Religious Sites",2012,11,November,4,Negative
53325,9441,Turkiye,"No photography","Religious Sites",2012,10,October,4,Positive
53327,9442,Poland,"No photography","Religious Sites",2012,9,September,4,Positive
53328,9443,"New Zealand","No photography","Religious Sites",2012,10,October,5,Positive
53330,9444,Portugal,"No photography","Religious Sites",2012,8,August,3,Positive
53659,9445,Netherlands,"No photography","Religious Sites",2012,5,May,4,Positive
53331,9445,Netherlands,"No photography","Religious Sites",2012,6,June,5,Neutral
53332,9446,Japan,"No photography","Religious Sites",2015,9,September,4,Positive
53333,9447,Japan,"No photography","Religious Sites",2015,8,August,3,Neutral
53334,9448,India,"No photography","Religious Sites",2018,2,February,4,Positive
53343,9449,"United States","No photography","Religious Sites",2015,6,June,5,Positive
53344,9450,Australia,"No photography","Religious Sites",2015,12,December,3,Positive
53346,9451,Spain,"No photography","Religious Sites",2015,12,December,5,Positive
53349,9453,"United Kingdom","No photography","Religious Sites",2015,11,November,4,Positive
53352,9455,Netherlands,"No photography","Religious Sites",2015,10,October,4,Positive
53356,9456,Australia,"No photography","Religious Sites",2016,4,April,4,Positive
53360,9457,India,"No photography","Religious Sites",2016,2,February,5,Positive
53362,9458,"United Kingdom","No photography","Religious Sites",2016,3,March,5,Positive
53365,9460,"United States","No photography","Religious Sites",2016,3,March,4,Positive
53366,9461,"United States","No photography","Religious Sites",2016,2,February,4,Neutral
53367,9462,Singapore,"No photography","Religious Sites",2016,2,February,4,Positive
53371,9463,Australia,"No photography","Religious Sites",2016,1,January,4,Positive
53373,9464,"Sri Lanka","No photography","Religious Sites",2014,2,February,5,Positive
53377,9465,Australia,"No photography","Religious Sites",2013,8,August,4,Positive
53378,9466,France,"No photography","Religious Sites",2013,7,July,5,Positive
53382,9467,Hungary,"No photography","Religious Sites",2013,7,July,5,Positive
53392,9468,"United States","No photography","Religious Sites",2019,5,May,5,Neutral
53398,9469,India,"No photography","Religious Sites",2020,3,March,5,Positive
53399,9470,Germany,"No photography","Religious Sites",2020,2,February,5,Positive
53401,9471,Denmark,"No photography","Religious Sites",2020,1,January,5,Neutral
53406,9472,Australia,"No photography","Religious Sites",2019,12,December,5,Positive
54048,9473,Maldives,"No photography","Religious Sites",2016,12,December,5,Neutral
53410,9473,Maldives,"No photography","Religious Sites",2016,9,September,5,Neutral
54358,9473,Maldives,"No photography","Religious Sites",2016,7,July,5,Positive
53414,9474,India,"No photography","Religious Sites",2017,5,May,4,Positive
53418,9475,Australia,"No photography","Religious Sites",2017,4,April,4,Positive
53419,9476,Australia,"No photography","Religious Sites",2017,2,February,5,Positive
53429,9477,Taiwan,"No photography","Religious Sites",2017,11,November,5,Positive
53430,9478,Turkiye,"No photography","Religious Sites",2017,8,August,5,Positive
53436,9479,Canada,"No photography","Religious Sites",2016,10,October,5,Positive
55689,9479,Canada,"No photography","Religious Sites",2019,11,November,5,Positive
53437,9480,"United Arab Emirates","No photography","Religious Sites",2016,9,September,5,Positive
53438,9481,India,"No photography","Religious Sites",2016,10,October,5,Positive
53443,9482,India,"No photography","Religious Sites",2015,12,December,4,Positive
53447,9483,Philippines,"No photography","Religious Sites",2016,7,July,5,Positive
53448,9484,Australia,"No photography","Religious Sites",2016,6,June,5,Positive
53449,9485,Belgium,"No photography","Religious Sites",2016,5,May,4,Positive
53453,9486,Italy,"No photography","Religious Sites",2016,1,January,5,Positive
53455,9487,India,"No photography","Religious Sites",2016,2,February,5,Positive
53456,9488,Malaysia,"No photography","Religious Sites",2016,3,March,5,Positive
53461,9489,Switzerland,"No photography","Religious Sites",2015,12,December,3,Positive
53462,9490,Singapore,"No photography","Religious Sites",2015,12,December,3,Positive
53463,9491,France,"No photography","Religious Sites",2015,12,December,5,Neutral
53467,9492,Australia,"No photography","Religious Sites",2015,11,November,5,Positive
53472,9493,Colombia,"No photography","Religious Sites",2015,10,October,5,Positive
53476,9495,"New Zealand","No photography","Religious Sites",2015,10,October,5,Positive
53477,9496,"New Zealand","No photography","Religious Sites",2015,8,August,5,Positive
53479,9497,Australia,"No photography","Religious Sites",2015,9,September,4,Positive
53481,9498,"United States","No photography","Religious Sites",2015,6,June,3,Positive
53485,9499,"United Kingdom","No photography","Religious Sites",2015,8,August,5,Positive
54702,9499,"United Kingdom","No photography","Religious Sites",2015,9,September,5,Positive
53486,9500,"United Kingdom","No photography","Religious Sites",2015,8,August,4,Positive
53487,9501,Australia,"No photography","Religious Sites",2015,8,August,5,Positive
53489,9502,Malaysia,"No photography","Religious Sites",2015,7,July,5,Positive
53492,9503,Australia,"No photography","Religious Sites",2017,3,March,4,Positive
53494,9504,Australia,"No photography","Religious Sites",2017,1,January,5,Positive
53495,9505,"United Kingdom","No photography","Religious Sites",2017,1,January,4,Positive
53497,9506,"United States","No photography","Religious Sites",2016,12,December,5,Positive
53498,9507,"United States","No photography","Religious Sites",2016,12,December,5,Positive
53499,9508,Australia,"No photography","Religious Sites",2016,12,December,5,Positive
53500,9509,Australia,"No photography","Religious Sites",2016,11,November,4,Positive
53502,9511,"Saudi Arabia","No photography","Religious Sites",2015,3,March,4,Positive
53506,9512,Australia,"No photography","Religious Sites",2015,2,February,5,Positive
53509,9513,Morocco,"No photography","Religious Sites",2015,1,January,3,Neutral
53515,9514,"United Kingdom","No photography","Religious Sites",2014,9,September,2,Positive
56090,9514,"United Kingdom","No photography","Religious Sites",2014,8,August,2,Positive
53516,9515,India,"No photography","Religious Sites",2014,12,December,5,Positive
53521,9517,Cambodia,"No photography","Religious Sites",2014,6,June,5,Positive
53522,9518,"United States","No photography","Religious Sites",2014,6,June,3,Positive
53524,9519,India,"No photography","Religious Sites",2014,4,April,4,Positive
53531,9520,Ireland,"No photography","Religious Sites",2014,2,February,4,Positive
53532,9521,Portugal,"No photography","Religious Sites",2014,2,February,5,Positive
53533,9522,"United States","No photography","Religious Sites",2014,1,January,5,Positive
53534,9523,India,"No photography","Religious Sites",2014,1,January,5,Positive
53535,9524,Germany,"No photography","Religious Sites",2013,12,December,5,Positive
53537,9525,Australia,"No photography","Religious Sites",2013,12,December,5,Negative
53539,9526,Switzerland,"No photography","Religious Sites",2013,12,December,4,Positive
53540,9527,"United Kingdom","No photography","Religious Sites",2013,11,November,2,Positive
53542,9528,"United Arab Emirates","No photography","Religious Sites",2013,11,November,5,Positive
53543,9529,Germany,"No photography","Religious Sites",2013,10,October,4,Positive
53544,9530,India,"No photography","Religious Sites",2013,10,October,3,Neutral
53545,9531,Germany,"No photography","Religious Sites",2013,9,September,4,Positive
53547,9532,Malta,"No photography","Religious Sites",2012,10,October,5,Positive
53548,9533,Australia,"No photography","Religious Sites",2013,8,August,3,Positive
53551,9534,Australia,"No photography","Religious Sites",2013,8,August,3,Positive
53554,9535,"United Kingdom","No photography","Religious Sites",2013,6,June,4,Positive
53558,9536,Sweden,"No photography","Religious Sites",2013,3,March,5,Positive
53560,9537,France,"No photography","Religious Sites",2013,5,May,5,Positive
53562,9538,Switzerland,"No photography","Religious Sites",2012,9,September,4,Positive
53563,9539,"Hong Kong","No photography","Religious Sites",2013,4,April,4,Positive
53565,9540,"United States","No photography","Religious Sites",2013,4,April,5,Positive
53567,9541,Portugal,"No photography","Religious Sites",2013,4,April,3,Positive
53569,9542,Turkiye,"No photography","Religious Sites",2013,4,April,5,Positive
53570,9543,"United Kingdom","No photography","Religious Sites",2013,4,April,2,Positive
53572,9544,"United Kingdom","No photography","Religious Sites",2013,3,March,5,Positive
53573,9545,"United Kingdom","No photography","Religious Sites",2013,3,March,1,Positive
53574,9546,"United Kingdom","No photography","Religious Sites",2012,4,April,5,Positive
53575,9547,Netherlands,"No photography","Religious Sites",2013,3,March,3,Positive
53576,9548,Ukraine,"No photography","Religious Sites",2013,3,March,3,Negative
53577,9549,"Czech Republic","No photography","Religious Sites",2013,3,March,3,Neutral
53578,9550,"United Kingdom","No photography","Religious Sites",2013,2,February,3,Positive
53581,9551,Thailand,"No photography","Religious Sites",2013,2,February,4,Positive
53584,9553,France,"No photography","Religious Sites",2013,1,January,5,Positive
53586,9554,"United States","No photography","Religious Sites",2012,12,December,3,Negative
53587,9555,Greece,"No photography","Religious Sites",2013,1,January,5,Positive
53590,9556,Australia,"No photography","Religious Sites",2019,1,January,5,Positive
53592,9557,India,"No photography","Religious Sites",2019,3,March,5,Positive
53595,9558,Canada,"No photography","Religious Sites",2019,1,January,4,Positive
54167,9559,Australia,"No photography","Religious Sites",2018,5,May,5,Negative
53598,9559,Australia,"No photography","Religious Sites",2018,6,June,5,Positive
53602,9560,Switzerland,"No photography","Religious Sites",2015,1,January,4,Positive
53603,9561,Austria,"No photography","Religious Sites",2015,7,July,3,Positive
53604,9562,Australia,"No photography","Religious Sites",2015,7,July,5,Positive
53607,9563,India,"No photography","Religious Sites",2015,7,July,5,Positive
53611,9564,India,"No photography","Religious Sites",2015,4,April,5,Positive
53612,9565,Switzerland,"No photography","Religious Sites",2015,3,March,3,Positive
53619,9567,Sweden,"No photography","Religious Sites",2014,6,June,4,Positive
53620,9568,Australia,"No photography","Religious Sites",2014,9,September,3,Positive
53621,9569,Australia,"No photography","Religious Sites",2014,9,September,5,Positive
53622,9570,Australia,"No photography","Religious Sites",2013,10,October,5,Positive
53623,9571,"United Kingdom","No photography","Religious Sites",2014,8,August,3,Positive
53624,9572,Thailand,"No photography","Religious Sites",2014,8,August,5,Positive
53628,9573,Malaysia,"No photography","Religious Sites",2012,11,November,5,Positive
53629,9574,India,"No photography","Religious Sites",2012,12,December,4,Positive
53630,9575,Bahrain,"No photography","Religious Sites",2012,11,November,4,Positive
53631,9576,France,"No photography","Religious Sites",2012,12,December,4,Positive
53634,9577,"Sri Lanka","No photography","Religious Sites",2012,10,October,5,Positive
53637,9578,France,"No photography","Religious Sites",2012,8,August,5,Positive
53647,9579,Iran,"No photography","Religious Sites",2016,3,March,4,Positive
53650,9580,Spain,"No photography","Religious Sites",2016,2,February,4,Positive
53651,9581,Germany,"No photography","Religious Sites",2016,1,January,4,Positive
53652,9582,India,"No photography","Religious Sites",2016,1,January,4,Positive
55796,9582,India,"No photography","Religious Sites",2017,2,February,4,Positive
53657,9583,"United States","No photography","Religious Sites",2016,1,January,5,Positive
53660,9584,Australia,"No photography","Religious Sites",2012,5,May,5,Positive
53662,9585,Canada,"No photography","Religious Sites",2012,4,April,5,Positive
53663,9586,India,"No photography","Religious Sites",2012,4,April,4,Positive
53664,9587,"United Kingdom","No photography","Religious Sites",2012,3,March,5,Neutral
53665,9588,Thailand,"No photography","Religious Sites",2012,3,March,5,Positive
53671,9589,Australia,"No photography","Religious Sites",2011,12,December,4,Negative
53672,9590,Bulgaria,"No photography","Religious Sites",2012,1,January,4,Positive
53674,9591,Germany,"No photography","Religious Sites",2017,9,September,5,Positive
53676,9592,"Czech Republic","No photography","Religious Sites",2017,8,August,1,Positive
53677,9593,"United Kingdom","No photography","Religious Sites",2017,8,August,4,Positive
53679,9594,Netherlands,"No photography","Religious Sites",2017,7,July,5,Positive
53682,9596,India,"No photography","Religious Sites",2017,5,May,5,Positive
53689,9597,India,"No photography","Religious Sites",2017,3,March,5,Negative
53690,9598,Belgium,"No photography","Religious Sites",2018,3,March,4,Negative
54113,9599,Belize,"No photography","Religious Sites",2017,6,June,5,Positive
53702,9599,Belize,"No photography","Religious Sites",2017,11,November,5,Positive
53705,9600,"United Kingdom","No photography","Religious Sites",2017,2,February,4,Positive
53709,9601,Malaysia,"No photography","Religious Sites",2017,2,February,3,Positive
53710,9602,"United Kingdom","No photography","Religious Sites",2017,1,January,5,Positive
53715,9603,"United Kingdom","No photography","Religious Sites",2016,12,December,4,Positive
53719,9604,"United Arab Emirates","No photography","Religious Sites",2016,8,August,5,Positive
53738,9605,India,"No photography","Religious Sites",2016,11,November,4,Positive
53749,9606,"United Kingdom","No photography","Religious Sites",2016,7,July,5,Positive
53751,9607,Thailand,"No photography","Religious Sites",2016,8,August,5,Positive
53753,9608,Australia,"No photography","Religious Sites",2014,10,October,4,Positive
53756,9609,"United States","No photography","Religious Sites",2014,7,July,5,Positive
53762,9610,Belgium,"No photography","Religious Sites",2014,1,January,3,Positive
53765,9611,Australia,"No photography","Religious Sites",2013,12,December,2,Negative
53769,9612,Singapore,"No photography","Religious Sites",2015,5,May,4,Positive
53772,9613,Ireland,"No photography","Religious Sites",2014,5,May,4,Positive
53776,9614,Malaysia,"No photography","Religious Sites",2015,2,February,4,Positive
53777,9615,Singapore,"No photography","Religious Sites",2015,2,February,4,Positive
53778,9616,"United Kingdom","No photography","Religious Sites",2014,12,December,5,Positive
53796,9617,"United Kingdom","No photography","Religious Sites",2012,8,August,5,Positive
53797,9618,"United States","No photography","Religious Sites",2016,3,March,4,Negative
53804,9619,"United Kingdom","No photography","Religious Sites",2016,1,January,2,Negative
53805,9620,China,"No photography","Religious Sites",2015,12,December,5,Positive
