InputID,Traveller_ID,Traveller_Country,Photography,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
43989,3472,"United States","No photography",Farms,2019,8,August,5,Positive
43990,3473,Australia,"No photography",Farms,2019,9,September,5,Positive
43991,3474,Israel,"No photography",Farms,2019,9,September,5,Positive
43992,3475,"United Kingdom","No photography",Farms,2019,9,September,5,Positive
43993,3476,Switzerland,"No photography",Farms,2019,9,September,5,Positive
43994,3477,"New Zealand","No photography",Farms,2019,9,September,4,Positive
43996,3478,France,"No photography",Farms,2022,10,October,5,Positive
43999,3479,Ukraine,"No photography",Farms,2020,3,March,5,Positive
44001,3480,India,"No photography",Farms,2020,2,February,5,Positive
44002,3481,Poland,"No photography",Farms,2020,2,February,5,Positive
44004,3482,Australia,"No photography",Farms,2019,12,December,5,Positive
44005,3483,"United Kingdom","No photography",Farms,2020,1,January,4,Positive
44006,3484,Sweden,"No photography",Farms,2020,1,January,5,Positive
44007,3485,Germany,"No photography",Farms,2020,1,January,5,Positive
44008,3486,Israel,"No photography",Farms,2019,8,August,5,Positive
44009,3487,Australia,"No photography",Farms,2019,8,August,5,Positive
44010,3488,"New Zealand","No photography",Farms,2019,8,August,5,Positive
44011,3489,Netherlands,"No photography",Farms,2019,8,August,5,Positive
44012,3490,Australia,"No photography",Farms,2019,8,August,4,Positive
44014,3491,Australia,"No photography",Farms,2019,5,May,4,Positive
44015,3492,Europe,"No photography",Farms,2019,4,April,5,Positive
44016,3493,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44017,3494,"United Kingdom","No photography",Farms,2019,5,May,5,Positive
44018,3495,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44020,3497,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44021,3498,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44022,3499,Norway,"No photography",Farms,2019,4,April,5,Positive
44023,3500,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44024,3501,Russia,"No photography",Farms,2019,4,April,5,Positive
44025,3502,Norway,"No photography",Farms,2019,3,March,4,Positive
44548,3502,Norway,"No photography",Farms,2018,10,October,4,Positive
46415,3502,Norway,"No photography","Historic Sites",2019,10,October,4,Negative
44027,3503,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44028,3504,"United Kingdom","No photography",Farms,2019,3,March,5,Positive
44029,3505,Singapore,"No photography",Farms,2019,3,March,5,Positive
44030,3506,Malaysia,"No photography",Farms,2019,3,March,5,Positive
44031,3507,"United Kingdom","No photography",Farms,2019,1,January,1,Negative
44032,3508,"United Kingdom","No photography",Farms,2018,12,December,2,Positive
44033,3509,"United Kingdom","No photography",Farms,2019,1,January,5,Positive
44034,3510,"United Kingdom","No photography",Farms,2018,12,December,5,Positive
44035,3511,Australia,"No photography",Farms,2019,1,January,1,Negative
44038,3513,"United Kingdom","No photography",Farms,2018,12,December,5,Positive
44039,3514,Netherlands,"No photography",Farms,2018,12,December,4,Positive
44041,3516,"United Kingdom","No photography",Farms,2018,12,December,4,Positive
44045,3518,Australia,"No photography",Farms,2018,12,December,2,Positive
44046,3519,"United Kingdom","No photography",Farms,2018,10,October,4,Positive
44047,3520,"United Kingdom","No photography",Farms,2018,11,November,4,Positive
44048,3521,Australia,"No photography",Farms,2018,11,November,5,Positive
44049,3522,Australia,"No photography",Farms,2018,10,October,5,Positive
44051,3523,"United Kingdom","No photography",Farms,2018,10,October,1,Negative
44052,3524,Switzerland,"No photography",Farms,2018,10,October,5,Positive
44053,3525,Netherlands,"No photography",Farms,2018,10,October,4,Positive
46777,3525,Netherlands,"No photography","Historic Sites",2018,9,September,5,Positive
44054,3526,Australia,"No photography",Farms,2018,9,September,5,Positive
44057,3528,Malaysia,"No photography",Farms,2018,5,May,5,Positive
44058,3529,Malaysia,"No photography",Farms,2018,9,September,4,Positive
44059,3530,"United Kingdom","No photography",Farms,2018,7,July,5,Positive
44060,3531,"United Kingdom","No photography",Farms,2018,7,July,4,Positive
44061,3532,Switzerland,"No photography",Farms,2018,7,July,5,Positive
44062,3533,Australia,"No photography",Farms,2018,7,July,4,Positive
44063,3534,Singapore,"No photography",Farms,2018,7,July,4,Positive
44064,3535,"United States","No photography",Farms,2018,6,June,5,Positive
44065,3536,"United Kingdom","No photography",Farms,2018,7,July,4,Positive
44066,3537,"New Zealand","No photography",Farms,2018,5,May,5,Positive
44067,3538,"United States","No photography",Farms,2018,6,June,3,Positive
44068,3539,Turkiye,"No photography",Farms,2018,6,June,4,Positive
44069,3540,"United Arab Emirates","No photography",Farms,2018,5,May,4,Positive
44070,3541,"United Kingdom","No photography",Farms,2018,4,April,5,Positive
44071,3542,Australia,"No photography",Farms,2018,4,April,5,Positive
44072,3543,France,"No photography",Farms,2018,4,April,4,Positive
44073,3544,Norway,"No photography",Farms,2018,3,March,5,Positive
44075,3545,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44077,3547,"United Kingdom","No photography",Farms,2018,3,March,2,Positive
44078,3548,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44079,3549,Hungary,"No photography",Farms,2018,2,February,2,Positive
44080,3550,Australia,"No photography",Farms,2018,1,January,5,Positive
44081,3551,Vietnam,"No photography",Farms,2018,2,February,4,Positive
44082,3552,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
44083,3553,Australia,"No photography",Farms,2018,1,January,5,Positive
44084,3554,Norway,"No photography",Farms,2018,2,February,4,Positive
44086,3555,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44087,3556,Sweden,"No photography",Farms,2018,1,January,3,Positive
44088,3557,Denmark,"No photography",Farms,2018,1,January,5,Positive
44089,3558,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44090,3559,Australia,"No photography",Farms,2018,1,January,3,Neutral
44091,3560,"South Africa","No photography",Farms,2017,12,December,5,Positive
44092,3561,Finland,"No photography",Farms,2018,1,January,4,Positive
44093,3562,Singapore,"No photography",Farms,2018,1,January,1,Positive
44095,3564,"United States","No photography",Farms,2017,11,November,5,Positive
44096,3565,"United States","No photography",Farms,2017,12,December,5,Positive
44097,3566,Luxembourg,"No photography",Farms,2017,12,December,2,Positive
44099,3567,Thailand,"No photography",Farms,2017,12,December,4,Positive
44100,3568,Netherlands,"No photography",Farms,2017,6,June,5,Positive
44101,3569,"United Kingdom","No photography",Farms,2017,6,June,5,Positive
44102,3570,Australia,"No photography",Farms,2017,6,June,4,Positive
44103,3571,"United Kingdom","No photography",Farms,2017,6,June,5,Positive
44104,3572,Poland,"No photography",Farms,2017,6,June,5,Positive
44105,3573,"United Kingdom","No photography",Farms,2017,6,June,5,Positive
44106,3574,Netherlands,"No photography",Farms,2017,6,June,5,Positive
44107,3575,"United Kingdom","No photography",Farms,2017,5,May,5,Positive
44108,3576,"United Kingdom","No photography",Farms,2017,5,May,5,Positive
44109,3577,Ireland,"No photography",Farms,2017,5,May,3,Positive
44110,3578,"Czech Republic","No photography",Farms,2017,4,April,5,Positive
44111,3579,"United Kingdom","No photography",Farms,2017,5,May,5,Positive
44112,3580,Australia,"No photography",Farms,2017,5,May,5,Positive
44113,3581,China,"No photography",Farms,2017,5,May,5,Positive
51538,3581,"United States","No photography","Nature & Wildlife Areas",2017,12,December,3,Positive
44114,3582,"United Kingdom","No photography",Farms,2017,5,May,5,Positive
44115,3583,Canada,"No photography",Farms,2017,7,July,5,Positive
44116,3584,"United States","No photography",Farms,2017,7,July,5,Positive
44117,3585,"Czech Republic","No photography",Farms,2017,8,August,5,Positive
44118,3586,Ukraine,"No photography",Farms,2017,4,April,3,Positive
44119,3587,"United Kingdom","No photography",Farms,2017,1,January,4,Positive
44120,3588,Canada,"No photography",Farms,2017,7,July,5,Positive
44122,3589,"United States","No photography",Farms,2017,7,July,4,Positive
44123,3590,Switzerland,"No photography",Farms,2017,7,July,4,Positive
44124,3591,Australia,"No photography",Farms,2017,7,July,5,Positive
44125,3592,Singapore,"No photography",Farms,2017,7,July,5,Positive
44126,3593,"United Kingdom","No photography",Farms,2017,7,July,5,Positive
44127,3594,Australia,"No photography",Farms,2017,6,June,5,Positive
44128,3595,Australia,"No photography",Farms,2017,7,July,5,Positive
44129,3596,Malaysia,"No photography",Farms,2017,4,April,5,Positive
44130,3597,"United Kingdom","No photography",Farms,2017,4,April,5,Positive
44131,3598,"United Kingdom","No photography",Farms,2017,4,April,4,Positive
44132,3599,"New Zealand","No photography",Farms,2017,4,April,4,Positive
44133,3600,Portugal,"No photography",Farms,2017,2,February,5,Positive
44134,3601,Norway,"No photography",Farms,2017,4,April,4,Positive
44135,3602,"United Kingdom","No photography",Farms,2017,4,April,5,Positive
44136,3603,"United Kingdom","No photography",Farms,2017,4,April,4,Positive
44137,3604,Singapore,"No photography",Farms,2017,4,April,4,Positive
44138,3605,Ireland,"No photography",Farms,2017,4,April,5,Positive
44139,3606,Hungary,"No photography",Farms,2017,3,March,5,Positive
44140,3607,Switzerland,"No photography",Farms,2017,3,March,4,Positive
44142,3608,"United Kingdom","No photography",Farms,2017,3,March,5,Positive
44143,3609,France,"No photography",Farms,2017,10,October,5,Positive
44144,3610,Italy,"No photography",Farms,2018,9,September,5,Positive
44145,3611,Spain,"No photography",Farms,2018,9,September,3,Positive
44146,3612,Italy,"No photography",Farms,2018,8,August,4,Positive
44148,3613,Netherlands,"No photography",Farms,2018,8,August,5,Positive
44150,3614,"United Kingdom","No photography",Farms,2018,7,July,5,Positive
44151,3615,"United Kingdom","No photography",Farms,2018,8,August,5,Positive
44154,3616,France,"No photography",Farms,2018,7,July,5,Positive
44155,3617,"United Kingdom","No photography",Farms,2018,7,July,4,Positive
44156,3618,"United Kingdom","No photography",Farms,2017,9,September,5,Positive
44157,3619,"United Arab Emirates","No photography",Farms,2017,8,August,4,Positive
44158,3620,China,"No photography",Farms,2017,9,September,5,Positive
44159,3621,"United States","No photography",Farms,2017,8,August,5,Positive
44160,3622,"United Kingdom","No photography",Farms,2017,8,August,5,Positive
44161,3623,Ireland,"No photography",Farms,2017,8,August,5,Positive
44162,3624,"United Kingdom","No photography",Farms,2017,8,August,4,Positive
44163,3625,"United Kingdom","No photography",Farms,2017,8,August,3,Positive
44164,3626,"United States","No photography",Farms,2017,8,August,5,Positive
44165,3627,Belgium,"No photography",Farms,2017,8,August,5,Positive
48848,3627,Belgium,"No photography",Museums,2017,7,July,3,Positive
44166,3628,"United Kingdom","No photography",Farms,2017,8,August,5,Positive
44168,3630,"United Kingdom","No photography",Farms,2017,8,August,5,Positive
44170,3632,Ireland,"No photography",Farms,2017,12,December,5,Positive
44171,3633,"United Kingdom","No photography",Farms,2017,12,December,5,Positive
44172,3634,Sweden,"No photography",Farms,2017,12,December,5,Positive
44173,3635,"United States","No photography",Farms,2017,11,November,5,Positive
44174,3636,Portugal,"No photography",Farms,2017,11,November,4,Positive
44175,3637,"United Kingdom","No photography",Farms,2017,11,November,4,Positive
44177,3639,"United Kingdom","No photography",Farms,2017,10,October,4,Positive
47631,3639,"United Kingdom","No photography","Historic Sites",2022,3,March,5,Positive
44178,3640,"United Kingdom","No photography",Farms,2017,10,October,3,Positive
44179,3641,"United Kingdom","No photography",Farms,2017,10,October,5,Positive
44180,3642,Australia,"No photography",Farms,2017,9,September,5,Positive
44181,3643,"United Kingdom","No photography",Farms,2017,10,October,4,Positive
44182,3644,"United Kingdom","No photography",Farms,2017,9,September,5,Positive
44184,3646,"United Kingdom","No photography",Farms,2017,9,September,5,Positive
44185,3647,Canada,"No photography",Farms,2017,3,March,5,Positive
44186,3648,"United Kingdom","No photography",Farms,2017,3,March,4,Positive
44187,3649,Denmark,"No photography",Farms,2017,3,March,5,Positive
44188,3650,Sweden,"No photography",Farms,2017,3,March,3,Positive
44189,3651,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44190,3652,Croatia,"No photography",Farms,2017,2,February,5,Positive
44192,3653,Canada,"No photography",Farms,2017,1,January,5,Positive
44193,3654,Switzerland,"No photography",Farms,2017,2,February,5,Positive
44194,3655,China,"No photography",Farms,2017,1,January,5,Positive
44195,3656,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44196,3657,Canada,"No photography",Farms,2017,2,February,5,Positive
44197,3658,France,"No photography",Farms,2017,1,January,5,Positive
44198,3659,China,"No photography",Farms,2017,1,January,5,Positive
44199,3660,"United Kingdom","No photography",Farms,2017,1,January,4,Negative
44200,3661,"United Kingdom","No photography",Farms,2017,1,January,4,Positive
44201,3662,Australia,"No photography",Farms,2017,1,January,5,Positive
44202,3663,"United States","No photography",Farms,2017,1,January,5,Positive
44203,3664,"United Kingdom","No photography",Farms,2017,1,January,4,Positive
44204,3665,"United Kingdom","No photography",Farms,2016,12,December,5,Positive
44205,3666,"United Kingdom","No photography",Farms,2017,1,January,5,Positive
44206,3667,"United Kingdom","No photography",Farms,2017,1,January,4,Positive
44207,3668,Ireland,"No photography",Farms,2017,1,January,5,Positive
44208,3669,"United Kingdom","No photography",Farms,2016,12,December,5,Positive
44209,3670,"United Kingdom","No photography",Farms,2017,1,January,5,Positive
44210,3671,Japan,"No photography",Farms,2017,1,January,2,Negative
44211,3672,"United Kingdom","No photography",Farms,2017,1,January,5,Positive
44212,3673,Australia,"No photography",Farms,2019,3,March,5,Positive
44214,3675,"United States","No photography",Farms,2019,1,January,5,Positive
44215,3676,Finland,"No photography",Farms,2019,3,March,5,Positive
44216,3677,"United Kingdom","No photography",Farms,2019,2,February,3,Positive
44217,3678,India,"No photography",Farms,2019,2,February,2,Neutral
44218,3679,"United Kingdom","No photography",Farms,2019,2,February,3,Positive
44219,3680,Slovenia,"No photography",Farms,2019,2,February,5,Positive
44220,3681,Australia,"No photography",Farms,2019,2,February,5,Positive
44221,3682,Indonesia,"No photography",Farms,2019,2,February,3,Positive
44222,3683,Australia,"No photography",Farms,2019,2,February,4,Positive
44223,3684,Germany,"No photography",Farms,2019,2,February,4,Positive
44224,3685,Denmark,"No photography",Farms,2019,1,January,5,Positive
44225,3686,Sweden,"No photography",Farms,2018,12,December,3,Positive
44227,3687,France,"No photography",Farms,2020,2,February,5,Positive
44228,3688,"United Kingdom","No photography",Farms,2020,1,January,5,Positive
44230,3690,"United Kingdom","No photography",Farms,2020,1,January,5,Positive
44231,3691,Israel,"No photography",Farms,2020,1,January,5,Positive
50400,3691,Israel,"No photography","National Parks",2019,12,December,4,Positive
44232,3692,Australia,"No photography",Farms,2019,12,December,5,Positive
44234,3693,Portugal,"No photography",Farms,2019,11,November,5,Positive
44235,3694,Germany,"No photography",Farms,2018,12,December,5,Positive
44236,3695,China,"No photography",Farms,2019,8,August,4,Positive
44237,3696,France,"No photography",Farms,2019,9,September,5,Positive
44238,3697,Sweden,"No photography",Farms,2019,8,August,5,Positive
44239,3698,"Papua New Guinea","No photography",Farms,2019,8,August,4,Positive
46276,3698,"Papua New Guinea","No photography","Historic Sites",2019,9,September,4,Positive
44240,3699,Canada,"No photography",Farms,2019,8,August,5,Positive
44241,3700,"United Kingdom","No photography",Farms,2019,7,July,5,Positive
44242,3701,"United Kingdom","No photography",Farms,2023,4,April,5,Positive
44243,3702,"United States","No photography",Farms,2022,2,February,5,Positive
44244,3703,"United Arab Emirates","No photography",Farms,2022,12,December,5,Positive
44245,3704,"United Kingdom","No photography",Farms,2022,4,April,5,Positive
44246,3705,"United Kingdom","No photography",Farms,2022,4,April,5,Positive
44247,3706,"United Kingdom","No photography",Farms,2022,3,March,5,Positive
44249,3707,"United Kingdom","No photography",Farms,2022,2,February,5,Positive
44254,3709,Sweden,"No photography",Farms,2020,2,February,4,Positive
44256,3710,Australia,"No photography",Farms,2019,7,July,4,Positive
44257,3711,Qatar,"No photography",Farms,2019,6,June,5,Positive
46287,3711,Qatar,"No photography","Historic Sites",2019,7,July,4,Positive
44259,3713,Australia,"No photography",Farms,2019,3,March,5,Positive
44260,3714,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
44261,3715,Thailand,"No photography",Farms,2019,4,April,5,Positive
44262,3716,Australia,"No photography",Farms,2019,4,April,5,Positive
44263,3717,Belgium,"No photography",Farms,2019,4,April,4,Positive
44265,3718,"United States","No photography",Farms,2019,2,February,4,Negative
44266,3719,"United Kingdom","No photography",Farms,2019,2,February,5,Positive
44267,3720,"South Africa","No photography",Farms,2019,2,February,4,Positive
44268,3721,Indonesia,"No photography",Farms,2019,2,February,4,Positive
44269,3722,"United Kingdom","No photography",Farms,2019,2,February,4,Positive
44270,3723,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44271,3724,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
44272,3725,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
44273,3726,Denmark,"No photography",Farms,2018,3,March,3,Positive
44274,3727,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
44275,3728,"United States","No photography",Farms,2018,2,February,4,Positive
44276,3729,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
45809,3729,"United Kingdom","No photography",Gardens,2020,2,February,5,Positive
46961,3729,"United Kingdom","No photography","Historic Sites",2023,2,February,5,Positive
44277,3730,"United Kingdom","No photography",Farms,2018,2,February,5,Positive
44278,3731,Myanmar,"No photography",Farms,2018,1,January,5,Positive
44280,3732,Turkiye,"No photography",Farms,2018,2,February,5,Positive
44281,3733,"United Kingdom","No photography",Farms,2017,3,March,5,Positive
44282,3734,Netherlands,"No photography",Farms,2018,1,January,5,Positive
44283,3735,"United States","No photography",Farms,2018,1,January,5,Positive
44284,3736,"United States","No photography",Farms,2018,1,January,5,Positive
51658,3736,France,"No photography","Nature & Wildlife Areas",2013,12,December,5,Positive
44285,3737,Australia,"No photography",Farms,2018,1,January,5,Positive
44286,3738,"South Africa","No photography",Farms,2018,1,January,5,Positive
44287,3739,Norway,"No photography",Farms,2018,3,March,4,Positive
44288,3740,Singapore,"No photography",Farms,2018,4,April,4,Positive
44289,3741,"New Zealand","No photography",Farms,2018,5,May,5,Positive
44291,3742,Australia,"No photography",Farms,2018,5,May,5,Positive
44292,3743,Brazil,"No photography",Farms,2017,8,August,5,Positive
44293,3744,"United States","No photography",Farms,2018,4,April,3,Positive
44294,3745,Netherlands,"No photography",Farms,2018,5,May,4,Positive
44295,3746,China,"No photography",Farms,2017,12,December,4,Positive
44296,3747,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44297,3748,Qatar,"No photography",Farms,2018,4,April,5,Positive
44298,3749,Slovakia,"No photography",Farms,2018,4,April,5,Positive
44299,3750,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44301,3751,"United Kingdom","No photography",Farms,2018,4,April,5,Positive
44302,3752,Norway,"No photography",Farms,2018,3,March,5,Positive
44303,3753,Canada,"No photography",Farms,2018,3,March,5,Positive
44304,3754,"United Kingdom","No photography",Farms,2018,8,August,5,Positive
44307,3756,"United Kingdom","No photography",Farms,2019,1,January,5,Positive
44308,3757,"United Kingdom","No photography",Farms,2019,1,January,4,Positive
44309,3758,Australia,"No photography",Farms,2019,1,January,5,Positive
44311,3759,"United Kingdom","No photography",Farms,2018,12,December,5,Positive
44312,3760,"United Arab Emirates","No photography",Farms,2018,12,December,5,Positive
44315,3761,"United Kingdom","No photography",Farms,2018,12,December,5,Positive
44316,3762,"United Kingdom","No photography",Farms,2018,11,November,5,Positive
44317,3763,"United Kingdom","No photography",Farms,2018,11,November,5,Positive
44318,3764,Australia,"No photography",Farms,2018,11,November,5,Positive
44319,3765,Australia,"No photography",Farms,2018,10,October,5,Positive
45875,3765,Australia,"No photography",Gardens,2018,9,September,4,Positive
44320,3766,"United Kingdom","No photography",Farms,2018,9,September,5,Positive
44321,3767,Gibraltar,"No photography",Farms,2018,1,January,5,Positive
44322,3768,Azerbaijan,"No photography",Farms,2017,12,December,4,Positive
44323,3769,Australia,"No photography",Farms,2017,12,December,4,Positive
44324,3770,"United Kingdom","No photography",Farms,2018,1,January,5,Positive
44325,3771,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44326,3772,Australia,"No photography",Farms,2018,1,January,4,Positive
44327,3773,"United Arab Emirates","No photography",Farms,2018,1,January,5,Positive
44328,3774,"United Kingdom","No photography",Farms,2018,1,January,2,Positive
44329,3775,"United States","No photography",Farms,2018,1,January,4,Positive
44330,3776,Australia,"No photography",Farms,2018,1,January,5,Positive
44331,3777,"South Africa","No photography",Farms,2017,12,December,5,Positive
44332,3778,Switzerland,"No photography",Farms,2017,12,December,5,Positive
44333,3779,"United Kingdom","No photography",Farms,2017,12,December,4,Positive
44334,3780,Qatar,"No photography",Farms,2017,12,December,5,Positive
44335,3781,"United Kingdom","No photography",Farms,2017,12,December,4,Positive
44336,3782,"United Kingdom","No photography",Farms,2017,12,December,5,Positive
44337,3783,Australia,"No photography",Farms,2017,12,December,4,Positive
44338,3784,Canada,"No photography",Farms,2017,11,November,5,Positive
44339,3785,"United Kingdom","No photography",Farms,2017,11,November,5,Positive
44340,3786,Australia,"No photography",Farms,2018,7,July,4,Positive
44341,3787,"United Kingdom","No photography",Farms,2018,10,October,4,Positive
44342,3788,Australia,"No photography",Farms,2018,9,September,5,Neutral
44343,3789,Australia,"No photography",Farms,2018,9,September,5,Positive
44346,3790,"United Kingdom","No photography",Farms,2018,7,July,5,Positive
51811,3790,Australia,"No photography","Nature & Wildlife Areas",2017,2,February,5,Positive
44347,3791,Sweden,"No photography",Farms,2018,4,April,2,Positive
44348,3792,"United Kingdom","No photography",Farms,2018,7,July,4,Positive
44349,3793,"United Kingdom","No photography",Farms,2018,8,August,5,Positive
44350,3794,"United Kingdom","No photography",Farms,2018,8,August,5,Positive
48612,3794,"United Kingdom","No photography",Museums,2017,8,August,4,Positive
44351,3795,"United Arab Emirates","No photography",Farms,2018,8,August,5,Positive
44393,3795,"United Arab Emirates","No photography",Farms,2016,12,December,5,Negative
44353,3796,"United Kingdom","No photography",Farms,2018,8,August,5,Positive
44354,3797,"United Kingdom","No photography",Farms,2018,7,July,5,Positive
44355,3798,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44356,3799,"United Arab Emirates","No photography",Farms,2018,7,July,5,Positive
44357,3800,NULL,"No photography",Farms,2018,7,July,5,Positive
44358,3801,"United Kingdom","No photography",Farms,2017,8,August,4,Positive
44359,3802,France,"No photography",Farms,2017,11,November,4,Positive
44360,3803,"United States","No photography",Farms,2017,10,October,4,Positive
44361,3804,"United Kingdom","No photography",Farms,2017,10,October,5,Positive
44362,3805,Australia,"No photography",Farms,2017,10,October,4,Positive
44363,3806,"United Arab Emirates","No photography",Farms,2017,9,September,5,Positive
48462,3806,"United Arab Emirates","No photography",Museums,2017,10,October,5,Negative
44364,3807,Sweden,"No photography",Farms,2017,10,October,5,Positive
44365,3808,Australia,"No photography",Farms,2017,10,October,5,Positive
44366,3809,India,"No photography",Farms,2017,9,September,5,Positive
44368,3810,Australia,"No photography",Farms,2017,9,September,5,Positive
44369,3811,Australia,"No photography",Farms,2017,9,September,5,Positive
44370,3812,Sweden,"No photography",Farms,2017,9,September,5,Positive
44371,3813,"United Kingdom","No photography",Farms,2017,8,August,5,Positive
44372,3814,"United Kingdom","No photography",Farms,2017,8,August,5,Positive
44373,3815,"United Kingdom","No photography",Farms,2017,8,August,3,Positive
44374,3816,"United Kingdom","No photography",Farms,2017,7,July,5,Positive
44375,3817,China,"No photography",Farms,2016,10,October,5,Positive
44376,3818,Slovenia,"No photography",Farms,2016,10,October,5,Positive
44377,3819,"United Kingdom","No photography",Farms,2016,9,September,5,Positive
44379,3821,"United Kingdom","No photography",Farms,2016,9,September,5,Positive
44380,3822,France,"No photography",Farms,2016,9,September,5,Positive
44382,3824,"United States","No photography",Farms,2016,8,August,4,Positive
44383,3825,Australia,"No photography",Farms,2016,8,August,5,Positive
44384,3826,"New Zealand","No photography",Farms,2016,8,August,5,Positive
44385,3827,Canada,"No photography",Farms,2016,7,July,4,Positive
44388,3828,"United Kingdom","No photography",Farms,2017,1,January,5,Positive
44390,3830,China,"No photography",Farms,2016,12,December,5,Positive
55766,3830,"United Kingdom","No photography","Religious Sites",2017,7,July,5,Positive
44391,3831,"United Arab Emirates","No photography",Farms,2016,12,December,4,Positive
44392,3832,Thailand,"No photography",Farms,2016,12,December,5,Positive
44394,3833,"Saudi Arabia","No photography",Farms,2016,12,December,4,Positive
44395,3834,"United Kingdom","No photography",Farms,2016,12,December,5,Positive
44396,3835,"United Kingdom","No photography",Farms,2016,11,November,4,Positive
44397,3836,Australia,"No photography",Farms,2016,11,November,4,Positive
44398,3837,Australia,"No photography",Farms,2016,11,November,5,Positive
44399,3838,"Czech Republic","No photography",Farms,2016,10,October,5,Positive
44400,3839,"United States","No photography",Farms,2016,10,October,5,Positive
44401,3840,"United Kingdom","No photography",Farms,2017,7,July,5,Positive
44402,3841,"United Kingdom","No photography",Farms,2017,7,July,5,Positive
44403,3842,Australia,"No photography",Farms,2017,7,July,4,Positive
44404,3843,"United States","No photography",Farms,2017,6,June,5,Positive
44405,3844,"United States","No photography",Farms,2017,5,May,4,Positive
44406,3845,"United Kingdom","No photography",Farms,2017,6,June,4,Negative
44407,3846,Bhutan,"No photography",Farms,2017,5,May,5,Positive
44408,3847,"United Kingdom","No photography",Farms,2017,4,April,5,Positive
44409,3848,"United States","No photography",Farms,2017,5,May,4,Positive
44410,3849,"United Kingdom","No photography",Farms,2017,4,April,5,Positive
44412,3851,"United Kingdom","No photography",Farms,2017,4,April,5,Positive
44414,3852,"Czech Republic","No photography",Farms,2017,4,April,5,Positive
44415,3853,"Czech Republic","No photography",Farms,2017,4,April,5,Positive
44416,3854,Australia,"No photography",Farms,2016,8,August,5,Positive
44418,3855,Australia,"No photography",Farms,2016,8,August,4,Positive
44419,3856,Russia,"No photography",Farms,2016,7,July,5,Positive
44420,3857,Russia,"No photography",Farms,2016,3,March,5,Positive
44421,3858,"United Kingdom","No photography",Farms,2016,4,April,4,Positive
44422,3859,Germany,"No photography",Farms,2016,6,June,4,Positive
44423,3860,Tanzania,"No photography",Farms,2016,4,April,4,Positive
44424,3861,"United Kingdom","No photography",Farms,2016,6,June,5,Positive
44425,3862,India,"No photography",Farms,2016,5,May,4,Positive
44426,3863,"United Kingdom","No photography",Farms,2016,4,April,5,Positive
44427,3864,Australia,"No photography",Farms,2016,4,April,4,Positive
44428,3865,India,"No photography",Farms,2016,4,April,3,Positive
44429,3866,"United Arab Emirates","No photography",Farms,2016,4,April,4,Positive
48645,3866,"United Arab Emirates","No photography",Museums,2016,3,March,3,Negative
44430,3867,"United States","No photography",Farms,2016,4,April,5,Positive
44431,3868,"United Kingdom","No photography",Farms,2016,4,April,5,Positive
44432,3869,"United Kingdom","No photography",Farms,2016,3,March,5,Positive
44433,3870,Austria,"No photography",Farms,2016,3,March,5,Positive
44434,3871,Belgium,"No photography",Farms,2016,3,March,4,Positive
44435,3872,Germany,"No photography",Farms,2016,3,March,5,Positive
44436,3873,"United Kingdom","No photography",Farms,2016,2,February,4,Positive
44437,3874,"United Kingdom","No photography",Farms,2016,2,February,5,Positive
44438,3875,Canada,"No photography",Farms,2015,3,March,5,Positive
44439,3876,"United Kingdom","No photography",Farms,2016,2,February,5,Positive
44440,3877,"United States","No photography",Farms,2016,1,January,5,Positive
44441,3878,Norway,"No photography",Farms,2016,2,February,5,Positive
44442,3879,Croatia,"No photography",Farms,2016,2,February,5,Positive
44443,3880,"United Kingdom","No photography",Farms,2016,2,February,5,Positive
44444,3881,"United Kingdom","No photography",Farms,2016,2,February,5,Positive
44446,3883,"Czech Republic","No photography",Farms,2015,7,July,5,Positive
44447,3884,Australia,"No photography",Farms,2015,6,June,5,Positive
44448,3885,China,"No photography",Farms,2015,6,June,4,Positive
44449,3886,Australia,"No photography",Farms,2015,4,April,3,Positive
44450,3887,Singapore,"No photography",Farms,2015,5,May,4,Positive
