InputID,Traveller_ID,Photography,Travel_Year,Travel_month,month,rating
46807,5031,"No photography",2018,2,February,5
46808,2392,"No photography",2018,1,January,5
46809,5487,"No photography",2018,2,February,5
46810,3280,"No photography",2017,12,December,3
46811,897,photography,2018,1,January,4
46812,5488,"No photography",2017,11,November,5
46813,5489,"No photography",2017,9,September,4
46814,3015,"No photography",2017,9,September,4
46815,5490,"No photography",2017,9,September,4
46816,5491,"No photography",2017,7,July,5
46817,5492,"No photography",2017,8,August,5
46818,5493,"No photography",2017,8,August,4
46819,4131,"No photography",2017,8,August,4
46820,3018,"No photography",2017,8,August,4
46821,3019,"No photography",2017,8,August,4
46822,5494,"No photography",2017,1,January,4
46823,5495,"No photography",2017,8,August,5
46824,4139,"No photography",2017,4,April,5
46825,5496,"No photography",2017,7,July,5
46826,3095,"No photography",2017,7,July,5
46827,5377,"No photography",2018,1,January,5
46828,5497,"No photography",2018,1,January,5
46829,3009,photography,2018,1,January,5
46830,3010,"No photography",2017,12,December,2
46831,5498,"No photography",2017,4,April,5
46832,3386,"No photography",2017,12,December,4
46833,5499,"No photography",2017,11,November,5
46834,5500,"No photography",2017,9,September,5
46835,5501,"No photography",2017,4,April,5
46836,3103,"No photography",2017,3,March,5
46837,5502,photography,2017,4,April,5
46838,5503,"No photography",2017,4,April,5
46839,5504,photography,2017,4,April,5
46840,3104,"No photography",2017,4,April,5
46841,5505,"No photography",2017,1,January,5
46842,5506,"No photography",2017,3,March,5
46843,4241,photography,2017,3,March,4
46844,5507,"No photography",2017,3,March,5
46845,5508,"No photography",2017,4,April,5
46846,5509,"No photography",2016,8,August,4
46847,5510,"No photography",2017,2,February,5
46848,3938,"No photography",2017,1,January,5
46849,5511,"No photography",2017,1,January,4
46850,2689,"No photography",2016,11,November,5
46851,5512,"No photography",2017,1,January,5
46852,2649,"No photography",2016,12,December,5
46853,5513,"No photography",2016,12,December,5
46854,5514,"No photography",2016,12,December,4
46855,5515,"No photography",2016,12,December,5
46856,5516,"No photography",2016,12,December,5
46857,5517,photography,2017,1,January,5
46858,5518,"No photography",2017,1,January,5
46859,5519,"No photography",2017,1,January,4
46860,5520,"No photography",2016,12,December,5
46861,5521,"No photography",2016,3,March,3
46862,3026,"No photography",2016,4,April,4
46863,3028,"No photography",2016,12,December,5
46864,5522,"No photography",2016,9,September,5
46865,5523,"No photography",2016,5,May,5
46866,3110,"No photography",2016,9,September,5
46867,2445,photography,2016,8,August,5
46868,3111,"No photography",2016,8,August,4
46869,5524,"No photography",2016,8,August,4
46870,5525,"No photography",2016,4,April,5
46871,5526,"No photography",2016,9,September,3
46872,3112,"No photography",2016,4,April,5
46873,1781,"No photography",2016,8,August,4
46874,5527,photography,2016,9,September,5
46875,3114,"No photography",2016,8,August,4
46876,5528,"No photography",2016,8,August,3
46877,5529,"No photography",2016,8,August,3
46878,5530,"No photography",2016,8,August,5
46879,5531,"No photography",2016,8,August,5
46880,5532,"No photography",2016,8,August,5
46881,5533,"No photography",2016,8,August,5
46882,5534,photography,2016,8,August,5
46883,5535,"No photography",2016,8,August,5
46884,3116,"No photography",2016,7,July,5
46885,5536,"No photography",2016,5,May,5
46886,3117,"No photography",2016,8,August,5
46887,1787,photography,2016,7,July,5
46888,5537,"No photography",2016,7,July,5
46889,3107,"No photography",2017,3,March,5
46890,2452,photography,2017,2,February,5
46891,5538,"No photography",2017,2,February,4
46892,3020,"No photography",2017,2,February,5
46893,5539,"No photography",2017,2,February,5
46894,2429,"No photography",2017,2,February,5
46895,3022,"No photography",2017,2,February,5
46896,5540,"No photography",2017,1,January,5
46897,3023,"No photography",2016,12,December,4
46898,3024,photography,2017,1,January,5
46899,3025,"No photography",2017,1,January,4
46900,4224,"No photography",2019,1,January,4
46901,4918,"No photography",2019,1,January,5
46902,5541,photography,2018,12,December,3
46903,5542,"No photography",2019,1,January,5
46904,527,"No photography",2018,12,December,5
46905,1626,"No photography",2019,1,January,4
46906,721,"No photography",2019,1,January,5
46907,5543,"No photography",2018,11,November,4
46908,5544,"No photography",2018,11,November,5
46909,5545,"No photography",2018,11,November,5
46910,3096,"No photography",2017,7,July,5
46911,5546,"No photography",2017,7,July,5
46912,5547,"No photography",2017,6,June,5
46913,5548,"No photography",2017,5,May,5
46914,3099,"No photography",2017,5,May,4
46915,5549,"No photography",2017,5,May,5
46916,3027,"No photography",2016,7,July,5
46917,3100,"No photography",2016,6,June,5
46918,3101,"No photography",2017,5,May,5
46919,5550,"No photography",2017,5,May,5
46920,3102,"No photography",2017,3,March,4
46921,5551,"No photography",2017,2,February,5
46922,5552,"No photography",2016,12,December,5
46923,5553,"No photography",2016,12,December,5
46924,5554,"No photography",2016,11,November,3
46925,4876,"No photography",2016,5,May,5
46926,5555,"No photography",2016,10,October,5
46927,5556,"No photography",2016,10,October,5
46928,5557,"No photography",2016,8,August,5
46929,3109,"No photography",2016,9,September,5
46930,5558,"No photography",2018,4,April,4
46931,2983,"No photography",2018,4,April,5
46932,5559,"No photography",2018,4,April,4
46933,5560,"No photography",2018,3,March,5
46934,2111,photography,2018,3,March,5
46935,2984,photography,2018,3,March,5
46936,5291,"No photography",2018,3,March,5
46937,5561,"No photography",2018,2,February,5
46938,5562,"No photography",2018,3,March,5
46939,5563,"No photography",2018,3,March,4
46940,5564,photography,2018,3,March,5
46941,5565,"No photography",2018,2,February,5
46942,2986,photography,2018,3,March,5
46943,5566,"No photography",2020,2,February,5
46944,5567,"No photography",2020,1,January,5
46945,2973,"No photography",2020,1,January,5
46946,5568,"No photography",2020,1,January,5
46947,5569,"No photography",2020,1,January,5
46948,2974,"No photography",2020,1,January,2
46949,2311,photography,2020,1,January,5
46950,4776,"No photography",2020,1,January,5
46951,5570,"No photography",2019,12,December,5
46952,5571,"No photography",2020,1,January,4
46953,5572,"No photography",2019,12,December,5
46954,655,"No photography",2019,12,December,4
46955,4818,"No photography",2019,12,December,5
46956,5102,photography,2023,4,April,4
46957,2439,"No photography",2022,12,December,4
46958,5251,"No photography",2023,3,March,5
46959,5573,"No photography",2022,4,April,5
46960,3961,photography,2023,2,February,5
46961,3729,"No photography",2023,2,February,5
46962,2130,"No photography",2022,9,September,4
46963,5574,"No photography",2022,8,August,5
46964,5575,"No photography",2022,3,March,5
46965,5256,"No photography",2022,2,February,5
46966,5576,"No photography",2022,2,February,4
46967,5577,"No photography",2021,12,December,5
46968,4799,"No photography",2022,1,January,4
46969,3191,"No photography",2022,1,January,5
46970,646,"No photography",2021,11,November,4
46971,4802,"No photography",2020,3,March,4
46972,5578,"No photography",2019,12,December,5
46973,4804,"No photography",2020,2,February,5
46974,2204,"No photography",2020,3,March,5
46975,5579,"No photography",2020,1,January,5
46976,3140,"No photography",2020,2,February,5
46977,444,"No photography",2020,3,March,4
46978,2206,"No photography",2020,2,February,5
46979,1155,"No photography",2020,2,February,5
46980,1980,"No photography",2020,3,March,4
46981,4791,"No photography",2020,2,February,3
46982,623,"No photography",2019,3,March,5
46983,3144,"No photography",2020,2,February,5
46984,3967,"No photography",2020,2,February,5
46985,5580,"No photography",2020,1,January,5
46986,3729,"No photography",2020,2,February,5
46987,5581,"No photography",2020,2,February,5
46988,1520,photography,2020,1,January,5
46989,2548,"No photography",2020,2,February,5
46990,4913,"No photography",2020,1,January,4
46991,2973,"No photography",2020,1,January,4
46992,5582,"No photography",2020,1,January,5
46993,5583,"No photography",2020,1,January,5
46994,3148,"No photography",2020,1,January,4
46995,5112,"No photography",2019,12,December,5
46996,5584,"No photography",2020,1,January,5
46997,2549,"No photography",2019,12,December,5
46998,2315,"No photography",2020,1,January,5
46999,423,"No photography",2020,1,January,5
47000,660,"No photography",2020,1,January,5
47001,3181,"No photography",2019,7,July,5
47002,3182,"No photography",2019,7,July,5
47003,5585,"No photography",2019,7,July,5
47004,4640,"No photography",2019,7,July,5
47005,5586,"No photography",2019,7,July,5
47006,4611,"No photography",2019,7,July,4
47007,1320,"No photography",2019,3,March,3
47008,5587,"No photography",2019,7,July,3
47009,5588,"No photography",2019,7,July,3
47010,5589,"No photography",2019,7,July,2
47011,5590,photography,2019,6,June,4
47012,5591,"No photography",2019,6,June,5
47013,5592,"No photography",2019,2,February,5
47014,4841,"No photography",2019,3,March,2
47015,2308,"No photography",2019,4,April,5
47016,5593,"No photography",2019,4,April,5
47017,4844,"No photography",2019,4,April,5
47018,2332,"No photography",2019,3,March,5
47019,5594,"No photography",2019,1,January,4
47020,5595,"No photography",2019,3,March,4
47021,2334,"No photography",2019,2,February,5
47022,5596,"No photography",2019,4,April,4
47023,2064,"No photography",2019,3,March,5
47024,2338,"No photography",2019,4,April,4
47025,69,"No photography",2019,3,March,5
47026,4856,"No photography",2019,2,February,5
47027,2337,"No photography",2019,4,April,4
47028,1216,"No photography",2019,4,April,5
47029,1391,"No photography",2019,3,March,5
47030,808,"No photography",2019,3,March,5
47031,5597,"No photography",2019,4,April,4
47032,2375,"No photography",2019,3,March,5
47033,2375,"No photography",2019,3,March,5
47034,608,"No photography",2019,3,March,4
47035,2539,"No photography",2019,3,March,5
47036,673,"No photography",2019,3,March,4
47037,4897,photography,2019,1,January,5
47038,4942,photography,2019,1,January,4
47039,4936,"No photography",2019,2,February,5
47040,5373,"No photography",2019,2,February,4
47041,5598,photography,2019,2,February,3
47042,1637,"No photography",2019,2,February,5
47043,1637,"No photography",2019,2,February,5
47044,5599,"No photography",2019,2,February,5
47045,5600,"No photography",2019,2,February,4
47046,1886,"No photography",2019,2,February,4
47047,5601,"No photography",2019,2,February,5
47048,5602,"No photography",2019,2,February,5
47049,695,photography,2019,2,February,4
47050,5603,"No photography",2019,2,February,3
47051,4008,"No photography",2019,1,January,5
47052,5604,"No photography",2018,6,June,5
47053,692,"No photography",2019,2,February,5
47054,2002,"No photography",2019,1,January,5
47055,4140,"No photography",2019,10,October,5
47056,5605,"No photography",2019,10,October,5
47057,5606,"No photography",2019,10,October,3
47058,5607,"No photography",2019,10,October,5
47059,5608,"No photography",2019,10,October,4
47060,5609,"No photography",2019,10,October,1
47061,5610,"No photography",2019,9,September,4
47062,3477,"No photography",2019,9,September,4
47063,4825,"No photography",2019,8,August,4
47064,5611,"No photography",2019,8,August,5
47065,5612,"No photography",2019,8,August,4
47066,5613,"No photography",2019,8,August,5
47067,2200,"No photography",2019,8,August,5
47068,2248,"No photography",2019,1,January,4
47069,5614,"No photography",2019,1,January,3
47070,3212,"No photography",2018,12,December,4
47071,527,"No photography",2018,12,December,3
47072,5615,"No photography",2019,1,January,5
47073,2242,"No photography",2018,12,December,5
47074,5616,"No photography",2018,2,February,4
47075,2543,"No photography",2018,12,December,4
47076,5617,"No photography",2019,1,January,5
47077,721,"No photography",2019,1,January,5
47078,5618,photography,2019,1,January,4
47079,5619,"No photography",2019,1,January,5
47080,4886,"No photography",2018,12,December,4
47081,5620,"No photography",2018,12,December,5
47082,5621,"No photography",2018,10,October,5
47083,626,"No photography",2018,12,December,5
47084,5622,"No photography",2018,12,December,4
47085,1917,photography,2018,12,December,5
47086,5623,"No photography",2018,12,December,4
47087,5624,photography,2018,12,December,4
47088,2061,"No photography",2018,11,November,5
47089,2061,"No photography",2018,11,November,5
47090,2770,"No photography",2018,12,December,5
47091,1458,"No photography",2018,2,February,4
47092,5625,"No photography",2018,11,November,5
47093,2255,"No photography",2018,11,November,3
47094,4986,"No photography",2018,11,November,4
47095,5626,"No photography",2018,11,November,4
47096,2042,"No photography",2018,5,May,4
47097,2042,photography,2018,5,May,4
47098,5627,"No photography",2018,11,November,5
47099,5628,"No photography",2018,11,November,5
47100,2849,"No photography",2018,11,November,4
47101,5629,"No photography",2018,10,October,4
47102,4960,"No photography",2018,7,July,5
47103,5630,"No photography",2018,9,September,4
47104,1898,"No photography",2018,9,September,5
47105,5631,"No photography",2018,9,September,5
47106,5632,"No photography",2018,7,July,5
47107,5633,"No photography",2018,8,August,5
47108,5633,"No photography",2018,8,August,5
47109,5634,"No photography",2018,9,September,5
47110,5635,"No photography",2017,12,December,5
47111,1611,"No photography",2018,9,September,4
47112,2386,"No photography",2018,7,July,5
47113,5635,"No photography",2017,10,October,5
47114,5636,"No photography",2018,7,July,4
47115,5637,"No photography",2018,9,September,3
47116,5638,"No photography",2018,9,September,5
47117,5639,"No photography",2018,9,September,5
